,make,model,trim,type,price,mileage,src,year,image-type
5693,FORD,FUSION ENERGI,Plug-In Hybrid Titanium,sedan,15100,60775,cdnblob.carvana.io/2000274238/post-large/normalized/cropped/2000274238-edc-02.jpg?v=2019.4.4_9.9.25,2016,original
5694,INFINITI,G,G37,sedan,12400,63840,cdnblob.carvana.io/2000278240/post-large/normalized/cropped/2000278240-edc-02.jpg?v=2019.4.1_21.56.21,2009,original
5695,FORD,FUSION,SE,sedan,14700,33328,cdnblob.carvana.io/2000278729/post-large/normalized/cropped/2000278729-edc-02.jpg?v=2019.3.29_1.48.18,2017,original
5696,CHEVROLET,IMPALA,LT,sedan,16400,47681,cdnblob.carvana.io/2000281214/post-large/normalized/cropped/2000281214-edc-02.jpg?v=2019.4.4_16.7.46,2017,original
5697,HYUNDAI,GENESIS,5.0,sedan,26000,32302,cdnblob.carvana.io/2000275428/post-large/normalized/cropped/2000275428-edc-02.jpg?v=2019.4.9_0.15.15,2015,original
5698,CHEVROLET,MALIBU,LT,sedan,12900,53968,cdnblob.carvana.io/2000274105/post-large/normalized/cropped/2000274105-edc-02.jpg?v=2019.4.12_8.50.19,2014,original
5699,TESLA,MODEL S,Model S,sedan,37000,46339,cdnblob.carvana.io/2000275379/post-large/normalized/cropped/2000275379-edc-02.jpg?v=2019.3.27_22.59.44,2014,original
5700,KIA,OPTIMA,LX,sedan,14500,33573,cdnblob.carvana.io/2000276609/post-large/normalized/cropped/2000276609-edc-02.jpg?v=2019.3.28_6.43.38,2017,original
5701,VOLKSWAGEN,PASSAT,1.8T R-Line,sedan,15100,39386,cdnblob.carvana.io/2000274341/post-large/normalized/cropped/2000274341-edc-02.jpg?v=2019.3.28_3.12.7,2017,original
5702,KIA,OPTIMA,LX,sedan,14600,31935,cdnblob.carvana.io/2000279169/post-large/normalized/cropped/2000279169-edc-02.jpg?v=2019.4.8_14.49.7,2016,original
5703,CHEVROLET,CRUZE,LT,sedan,12200,58366,cdnblob.carvana.io/2000276809/post-large/normalized/cropped/2000276809-edc-02.jpg?v=2019.3.30_17.57.15,2017,original
5704,LEXUS,GS,GS 350,sedan,32400,22849,cdnblob.carvana.io/2000277090/post-large/normalized/cropped/2000277090-edc-02.jpg?v=2019.4.9_16.18.41,2016,original
5705,VOLKSWAGEN,JETTA,2.0L TDI,sedan,12600,26965,cdnblob.carvana.io/2000278128/post-large/normalized/cropped/2000278128-edc-02.jpg?v=2019.4.3_18.18.56,2013,original
5706,HYUNDAI,ELANTRA,Limited,sedan,15600,30574,cdnblob.carvana.io/2000278581/post-large/normalized/cropped/2000278581-edc-02.jpg?v=2019.4.5_16.13.39,2017,original
5707,BUICK,VERANO,Verano,sedan,14300,28238,cdnblob.carvana.io/2000270626/post-large/normalized/cropped/2000270626-edc-02.jpg?v=2019.3.26_19.56.15,2016,original
5708,CHEVROLET,IMPALA,LT,sedan,16200,50733,cdnblob.carvana.io/2000274918/post-large/normalized/cropped/2000274918-edc-02.jpg?v=2019.3.30_7.44.5,2017,original
5709,CHEVROLET,IMPALA,LT,sedan,16500,47347,cdnblob.carvana.io/2000274456/post-large/normalized/cropped/2000274456-edc-02.jpg?v=2019.4.12_19.38.51,2017,original
5710,CHRYSLER,300,300C,sedan,19400,35724,cdnblob.carvana.io/2000274339/post-large/normalized/cropped/2000274339-edc-02.jpg?v=2019.4.4_6.28.35,2017,original
5711,BUICK,LACROSSE,Essence,sedan,20700,14516,cdnblob.carvana.io/2000276637/post-large/normalized/cropped/2000276637-edc-02.jpg?v=2019.3.25_15.5.24,2018,original
5712,TOYOTA,CAMRY,SE,sedan,15100,48416,cdnblob.carvana.io/2000276879/post-large/normalized/cropped/2000276879-edc-02.jpg?v=2019.4.3_6.58.7,2017,original
5713,CHEVROLET,IMPALA,LT,sedan,16800,43066,cdnblob.carvana.io/2000279142/post-large/normalized/cropped/2000279142-edc-02.jpg?v=2019.3.26_21.30.30,2017,original
5714,NISSAN,ALTIMA,2.5 SL,sedan,16200,35459,cdnblob.carvana.io/2000279139/post-large/normalized/cropped/2000279139-edc-02.jpg?v=2019.3.28_0.32.24,2018,original
5715,VOLKSWAGEN,JETTA,1.4T S,sedan,12400,49747,cdnblob.carvana.io/2000278682/post-large/normalized/cropped/2000278682-edc-02.jpg?v=2019.4.1_20.16.42,2017,original
5716,LEXUS,IS,IS 250,sedan,21900,34311,cdnblob.carvana.io/2000278032/post-large/normalized/cropped/2000278032-edc-02.jpg?v=2019.4.3_8.39.56,2014,original
5717,SUBARU,WRX,WRX Premium,sedan,25200,13039,cdnblob.carvana.io/2000277746/post-large/normalized/cropped/2000277746-edc-02.jpg?v=2019.4.3_4.37.0,2016,original
5718,NISSAN,ALTIMA,2.5 SL,sedan,15500,47969,cdnblob.carvana.io/2000273474/post-large/normalized/cropped/2000273474-edc-02.jpg?v=2019.4.3_1.44.35,2017,original
5719,CADILLAC,ATS,2.0L Turbo Performance,sedan,20000,33943,cdnblob.carvana.io/2000254936/post-large/normalized/cropped/2000254936-edc-02.jpg?v=2019.3.29_5.29.16,2014,original
5720,FORD,FUSION,SE,sedan,13100,41600,cdnblob.carvana.io/2000273963/post-large/normalized/cropped/2000273963-edc-02.jpg?v=2019.3.29_1.21.46,2015,original
5721,HONDA,ACCORD,Sport,sedan,13700,73990,cdnblob.carvana.io/2000275386/post-large/normalized/cropped/2000275386-edc-02.jpg?v=2019.3.28_14.3.2,2013,original
5722,KIA,OPTIMA,Limited,sedan,20500,35248,cdnblob.carvana.io/2000263007/post-large/normalized/cropped/2000263007-edc-02.jpg?v=2019.3.28_22.54.19,2016,original
5723,HYUNDAI,ELANTRA,SE,sedan,12400,48013,cdnblob.carvana.io/2000276404/post-large/normalized/cropped/2000276404-edc-02.jpg?v=2019.4.5_17.17.6,2017,original
5724,CADILLAC,ATS,Premium Luxury,sedan,29700,19025,cdnblob.carvana.io/2000275893/post-large/normalized/cropped/2000275893-edc-02.jpg?v=2019.3.23_1.0.38,2018,original
5725,NISSAN,SENTRA,S,sedan,14800,7266,cdnblob.carvana.io/2000278644/post-large/normalized/cropped/2000278644-edc-02.jpg?v=2019.4.3_17.2.27,2018,original
5726,DODGE,CHARGER,SXT,sedan,25500,278,cdnblob.carvana.io/2000278074/post-large/normalized/cropped/2000278074-edc-02.jpg?v=2019.4.8_18.14.35,2018,original
5727,LINCOLN,MKZ,MKZ,sedan,20700,16254,cdnblob.carvana.io/2000274240/post-large/normalized/cropped/2000274240-edc-02.jpg?v=2019.3.26_0.11.46,2015,original
5728,NISSAN,ALTIMA,2.5 SV,sedan,14700,42601,cdnblob.carvana.io/2000277120/post-large/normalized/cropped/2000277120-edc-02.jpg?v=2019.3.28_22.32.0,2017,original
5729,SUBARU,WRX,WRX Premium,sedan,27700,10915,cdnblob.carvana.io/2000274113/post-large/normalized/cropped/2000274113-edc-02.jpg?v=2019.3.26_20.57.20,2018,original
5730,DODGE,CHARGER,R/T Scat Pack,sedan,37300,6818,cdnblob.carvana.io/2000271450/post-large/normalized/cropped/2000271450-edc-02.jpg?v=2019.4.4_9.44.12,2016,original
5731,CHRYSLER,200,Limited,sedan,11800,63408,cdnblob.carvana.io/2000275735/post-large/normalized/cropped/2000275735-edc-02.jpg?v=2019.4.10_2.22.50,2015,original
5732,FORD,FUSION,SE,sedan,19200,8185,cdnblob.carvana.io/2000272856/post-large/normalized/cropped/2000272856-edc-02.jpg?v=2019.3.23_17.58.56,2018,original
5733,NISSAN,MAXIMA,SL,sedan,21600,36158,cdnblob.carvana.io/2000276091/post-large/normalized/cropped/2000276091-edc-02.jpg?v=2019.3.26_20.1.25,2017,original
5734,MAZDA,MAZDA6,I Touring,sedan,17400,25750,cdnblob.carvana.io/2000275716/post-large/normalized/cropped/2000275716-edc-02.jpg?v=2019.3.23_7.7.49,2016,original
5735,FORD,FUSION,Titanium Hybrid,sedan,18800,27273,cdnblob.carvana.io/2000275573/post-large/normalized/cropped/2000275573-edc-02.jpg?v=2019.3.28_3.32.12,2018,original
5736,FORD,FUSION,SE Hybrid,sedan,14100,45298,cdnblob.carvana.io/2000274239/post-large/normalized/cropped/2000274239-edc-02.jpg?v=2019.3.23_7.9.22,2017,original
5737,FORD,FUSION,SE Hybrid,sedan,14400,45665,cdnblob.carvana.io/2000276052/post-large/normalized/cropped/2000276052-edc-02.jpg?v=2019.4.2_8.39.23,2017,original
5738,VOLKSWAGEN,JETTA,1.4T SE,sedan,15100,24632,cdnblob.carvana.io/2000268905/post-large/normalized/cropped/2000268905-edc-02.jpg?v=2019.3.29_22.2.54,2017,original
5739,HYUNDAI,SONATA,SE,sedan,15000,24354,cdnblob.carvana.io/2000273800/post-large/normalized/cropped/2000273800-edc-02.jpg?v=2019.3.21_5.47.18,2017,original
5740,TOYOTA,CAMRY,XSE,sedan,16600,73856,cdnblob.carvana.io/2000275127/post-large/normalized/cropped/2000275127-edc-02.jpg?v=2019.3.29_1.5.12,2016,original
5741,MAZDA,MAZDA3,Grand Touring,sedan,19500,25439,cdnblob.carvana.io/2000270174/post-large/normalized/cropped/2000270174-edc-02.jpg?v=2019.3.23_11.7.42,2017,original
5742,HONDA,ACCORD,EX,sedan,15200,65404,cdnblob.carvana.io/2000270448/post-large/normalized/cropped/2000270448-edc-02.jpg?v=2019.3.28_0.59.20,2014,original
5743,DODGE,CHARGER,R/T,sedan,23900,42540,cdnblob.carvana.io/2000274419/post-large/normalized/cropped/2000274419-edc-02.jpg?v=2019.3.30_8.14.4,2017,original
5744,CHRYSLER,300,300 Limited,sedan,19400,34829,cdnblob.carvana.io/2000271925/post-large/normalized/cropped/2000271925-edc-02.jpg?v=2019.3.26_6.30.46,2016,original
5745,FORD,FUSION,SE Hybrid,sedan,15400,34305,cdnblob.carvana.io/2000272931/post-large/normalized/cropped/2000272931-edc-02.jpg?v=2019.4.2_14.12.51,2018,original
5746,FORD,FUSION,Titanium,sedan,18200,33128,cdnblob.carvana.io/2000268206/post-large/normalized/cropped/2000268206-edc-02.jpg?v=2019.3.23_17.32.18,2018,original
5747,HYUNDAI,SONATA,Hybrid,sedan,11200,41104,cdnblob.carvana.io/2000268370/post-large/normalized/cropped/2000268370-edc-02.jpg?v=2019.3.30_5.26.40,2012,original
5748,AUDI,A3,1.8T Premium,sedan,21200,15036,cdnblob.carvana.io/2000272994/post-large/normalized/cropped/2000272994-edc-02.jpg?v=2019.3.25_22.13.27,2016,original
5749,TOYOTA,CAMRY,SE,sedan,23100,1368,cdnblob.carvana.io/2000263724/post-large/normalized/cropped/2000263724-edc-02.jpg?v=2019.3.22_23.10.36,2018,original
5750,FORD,FUSION,SE Hybrid,sedan,15100,36245,cdnblob.carvana.io/2000271705/post-large/normalized/cropped/2000271705-edc-02.jpg?v=2019.3.26_0.42.24,2018,original
5751,CHRYSLER,300,300 Limited,sedan,16200,43590,cdnblob.carvana.io/2000272040/post-large/normalized/cropped/2000272040-edc-02.jpg?v=2019.3.22_23.8.36,2015,original
5752,MERCEDES-BENZ,C-CLASS,C 300,sedan,26900,23676,cdnblob.carvana.io/2000273095/post-large/normalized/cropped/2000273095-edc-02.jpg?v=2019.4.13_4.42.8,2016,original
5753,NISSAN,ALTIMA,2.5 SL,sedan,15400,45088,cdnblob.carvana.io/2000274256/post-large/normalized/cropped/2000274256-edc-02.jpg?v=2019.3.22_2.17.46,2017,original
5754,CHEVROLET,IMPALA,LS,sedan,14900,55937,cdnblob.carvana.io/2000272947/post-large/normalized/cropped/2000272947-edc-02.jpg?v=2019.3.29_7.21.18,2017,original
5755,CADILLAC,XTS,Luxury,sedan,22900,28143,cdnblob.carvana.io/2000274933/post-large/normalized/cropped/2000274933-edc-02.jpg?v=2019.3.28_19.57.3,2017,original
5756,FORD,TAURUS,Limited,sedan,16000,47258,cdnblob.carvana.io/2000271378/post-large/normalized/cropped/2000271378-edc-02.jpg?v=2019.3.18_21.28.50,2017,original
5757,MERCEDES-BENZ,C-CLASS,C 300 4MATIC,sedan,23900,35658,cdnblob.carvana.io/2000271214/post-large/normalized/cropped/2000271214-edc-02.jpg?v=2019.3.18_15.13.18,2016,original
5758,NISSAN,MAXIMA,SL,sedan,21700,32864,cdnblob.carvana.io/2000270039/post-large/normalized/cropped/2000270039-edc-02.jpg?v=2019.3.25_19.56.41,2018,original
5759,HONDA,CIVIC,EX,sedan,17400,34209,cdnblob.carvana.io/2000269710/post-large/normalized/cropped/2000269710-edc-02.jpg?v=2019.3.28_0.56.45,2016,original
5760,NISSAN,ALTIMA,3.5 SL,sedan,17000,42310,cdnblob.carvana.io/2000268136/post-large/normalized/cropped/2000268136-edc-02.jpg?v=2019.3.28_0.48.37,2017,original
5761,MERCEDES-BENZ,CLA,CLA 250,sedan,22700,39175,cdnblob.carvana.io/2000269579/post-large/normalized/cropped/2000269579-edc-02.jpg?v=2019.4.9_22.27.32,2016,original
5762,VOLKSWAGEN,JETTA,1.4T S,sedan,16500,3504,cdnblob.carvana.io/2000268901/post-large/normalized/cropped/2000268901-edc-02.jpg?v=2019.3.20_5.19.34,2018,original
5763,CHEVROLET,IMPALA,Premier,sedan,18500,49181,cdnblob.carvana.io/2000269989/post-large/normalized/cropped/2000269989-edc-02.jpg?v=2019.4.3_21.58.59,2017,original
5764,CHRYSLER,300,300S,sedan,25000,12502,cdnblob.carvana.io/2000272051/post-large/normalized/cropped/2000272051-edc-02.jpg?v=2019.3.15_17.41.27,2018,original
5765,TOYOTA,CAMRY,SE,sedan,12900,72507,cdnblob.carvana.io/2000271176/post-large/normalized/cropped/2000271176-edc-02.jpg?v=2019.4.11_3.27.12,2015,original
5766,ACURA,ILX,ILX,sedan,17200,33549,cdnblob.carvana.io/2000271356/post-large/normalized/cropped/2000271356-edc-02.jpg?v=2019.3.19_20.3.33,2016,original
5767,BMW,3 SERIES,328i XDrive,sedan,18600,63787,cdnblob.carvana.io/2000269345/post-large/normalized/cropped/2000269345-edc-02.jpg?v=2019.3.27_23.31.14,2015,original
5768,NISSAN,SENTRA,SV,sedan,12200,49359,cdnblob.carvana.io/2000257723/post-large/normalized/cropped/2000257723-edc-02.jpg?v=2019.4.2_17.46.37,2017,original
5769,AUDI,A3,2.0T Premium Plus,sedan,21700,29822,cdnblob.carvana.io/2000271038/post-large/normalized/cropped/2000271038-edc-02.jpg?v=2019.3.19_7.21.24,2016,original
5770,HONDA,ACCORD,EX-L,sedan,17000,55931,cdnblob.carvana.io/2000270037/post-large/normalized/cropped/2000270037-edc-02.jpg?v=2019.3.19_19.49.51,2015,original
5771,CHEVROLET,IMPALA,LT,sedan,18500,24385,cdnblob.carvana.io/2000268148/post-large/normalized/cropped/2000268148-edc-02.jpg?v=2019.3.19_6.57.11,2018,original
5772,HONDA,CIVIC,Natural Gas,sedan,13000,37011,cdnblob.carvana.io/2000271355/post-large/normalized/cropped/2000271355-edc-02.jpg?v=2019.3.15_8.11.46,2014,original
5773,HYUNDAI,SONATA,Sonata,sedan,15100,25218,cdnblob.carvana.io/2000264540/post-large/normalized/cropped/2000264540-edc-02.jpg?v=2019.4.5_17.52.29,2017,original
5774,FORD,FOCUS,SE,sedan,12000,41343,cdnblob.carvana.io/2000271958/post-large/normalized/cropped/2000271958-edc-02.jpg?v=2019.4.4_16.4.41,2016,original
5775,VOLKSWAGEN,JETTA,1.4T S,sedan,12500,26682,cdnblob.carvana.io/2000272084/post-large/normalized/cropped/2000272084-edc-02.jpg?v=2019.3.19_22.36.34,2016,original
5776,AUDI,A3,1.8T Premium,sedan,20500,24002,cdnblob.carvana.io/2000272095/post-large/normalized/cropped/2000272095-edc-02.jpg?v=2019.4.5_8.1.54,2016,original
5777,NISSAN,MAXIMA,S,sedan,19700,29982,cdnblob.carvana.io/2000271311/post-large/normalized/cropped/2000271311-edc-02.jpg?v=2019.3.30_5.21.53,2017,original
5778,NISSAN,MAXIMA,SV,sedan,18400,50659,cdnblob.carvana.io/2000270038/post-large/normalized/cropped/2000270038-edc-02.jpg?v=2019.3.22_18.31.8,2017,original
5779,HONDA,ACCORD,EX,sedan,17600,33865,cdnblob.carvana.io/2000271340/post-large/normalized/cropped/2000271340-edc-02.jpg?v=2019.3.15_15.31.39,2016,original
5780,NISSAN,SENTRA,SV,sedan,12300,41519,cdnblob.carvana.io/2000266728/post-large/normalized/cropped/2000266728-edc-02.jpg?v=2019.3.14_5.34.10,2017,original
5781,CHRYSLER,300,300S,sedan,25600,12988,cdnblob.carvana.io/2000269252/post-large/normalized/cropped/2000269252-edc-02.jpg?v=2019.3.19_19.54.49,2018,original
5782,HYUNDAI,SONATA,Sonata,sedan,12800,52726,cdnblob.carvana.io/2000263362/post-large/normalized/cropped/2000263362-edc-02.jpg?v=2019.4.12_19.33.23,2016,original
5783,MAZDA,MAZDA6,I Grand Touring,sedan,17800,47509,cdnblob.carvana.io/2000269776/post-large/normalized/cropped/2000269776-edc-02.jpg?v=2019.3.20_1.49.31,2016,original
5784,KIA,FORTE,S,sedan,13300,21019,cdnblob.carvana.io/2000269118/post-large/normalized/cropped/2000269118-edc-02.jpg?v=2019.3.26_6.55.28,2017,original
5785,BMW,3 SERIES,328i,sedan,21000,37383,cdnblob.carvana.io/2000269766/post-large/normalized/cropped/2000269766-edc-02.jpg?v=2019.3.19_6.48.35,2016,original
5786,FORD,FUSION ENERGI,Plug-In Hybrid SE Luxury,sedan,15800,24769,cdnblob.carvana.io/2000267841/post-large/normalized/cropped/2000267841-edc-02.jpg?v=2019.3.14_9.30.0,2016,original
5787,MITSUBISHI,LANCER,LE,sedan,12300,41923,cdnblob.carvana.io/2000266954/post-large/normalized/cropped/2000266954-edc-02.jpg?v=2019.3.22_18.33.9,2017,original
5788,CADILLAC,XTS,Luxury,sedan,21100,40852,cdnblob.carvana.io/2000266501/post-large/normalized/cropped/2000266501-edc-02.jpg?v=2019.3.22_0.1.17,2017,original
5789,TOYOTA,YARIS IA,Yaris IA,sedan,12300,37685,cdnblob.carvana.io/2000267560/post-large/normalized/cropped/2000267560-edc-02.jpg?v=2019.4.11_23.50.32,2017,original
5790,DODGE,CHARGER,R/T Scat Pack,sedan,36600,10546,cdnblob.carvana.io/2000262420/post-large/normalized/cropped/2000262420-edc-02.jpg?v=2019.3.13_4.45.6,2018,original
5791,TOYOTA,CAMRY,LE,sedan,14500,40009,cdnblob.carvana.io/2000265627/post-large/normalized/cropped/2000265627-edc-02.jpg?v=2019.3.19_5.44.8,2016,original
5792,MERCEDES-BENZ,C-CLASS,C 300 4MATIC,sedan,24300,32153,cdnblob.carvana.io/2000258549/post-large/normalized/cropped/2000258549-edc-02.jpg?v=2019.3.19_20.29.5,2016,original
5793,FORD,TAURUS,Limited,sedan,15800,49696,cdnblob.carvana.io/2000266291/post-large/normalized/cropped/2000266291-edc-02.jpg?v=2019.3.20_5.1.12,2017,original
5794,BMW,3 SERIES,328i,sedan,21100,31017,cdnblob.carvana.io/2000265933/post-large/normalized/cropped/2000265933-edc-02.jpg?v=2019.3.19_9.27.6,2016,original
5795,AUDI,A3,1.8T Premium Plus,sedan,20700,20557,cdnblob.carvana.io/2000264419/post-large/normalized/cropped/2000264419-edc-02.jpg?v=2019.3.26_7.0.56,2016,original
5796,VOLKSWAGEN,JETTA,1.4T S,sedan,15100,9916,cdnblob.carvana.io/2000265647/post-large/normalized/cropped/2000265647-edc-02.jpg?v=2019.3.21_1.1.20,2017,original
5797,TOYOTA,CAMRY,LE,sedan,16700,14364,cdnblob.carvana.io/2000266047/post-large/normalized/cropped/2000266047-edc-02.jpg?v=2019.3.18_22.28.38,2016,original
5798,HYUNDAI,ACCENT,SE,sedan,11000,43331,cdnblob.carvana.io/2000260589/post-large/normalized/cropped/2000260589-edc-02.jpg?v=2019.3.20_8.20.26,2017,original
5799,HYUNDAI,ACCENT,SE,sedan,11100,41185,cdnblob.carvana.io/2000260586/post-large/normalized/cropped/2000260586-edc-02.jpg?v=2019.3.19_0.11.35,2017,original
5800,NISSAN,VERSA,SV,sedan,10800,48517,cdnblob.carvana.io/2000265088/post-large/normalized/cropped/2000265088-edc-02.jpg?v=2019.3.14_14.24.10,2017,original
5801,CADILLAC,ATS,2.5L Standard,sedan,13400,75853,cdnblob.carvana.io/2000259943/post-large/normalized/cropped/2000259943-edc-02.jpg?v=2019.3.20_3.24.31,2013,original
5802,TOYOTA,CAMRY,LE,sedan,15100,25631,cdnblob.carvana.io/2000266010/post-large/normalized/cropped/2000266010-edc-02.jpg?v=2019.3.22_9.22.32,2016,original
5803,NISSAN,MAXIMA,SV,sedan,18800,46270,cdnblob.carvana.io/2000266395/post-large/normalized/cropped/2000266395-edc-02.jpg?v=2019.4.9_1.18.32,2017,original
5804,CHRYSLER,200,Limited,sedan,13100,50581,cdnblob.carvana.io/2000260273/post-large/normalized/cropped/2000260273-edc-02.jpg?v=2019.3.21_1.21.51,2016,original
5805,NISSAN,SENTRA,SV,sedan,12800,39722,cdnblob.carvana.io/2000266738/post-large/normalized/cropped/2000266738-edc-02.jpg?v=2019.3.15_21.16.48,2017,original
5806,MITSUBISHI,LANCER,ES,sedan,12300,40398,cdnblob.carvana.io/2000264494/post-large/normalized/cropped/2000264494-edc-02.jpg?v=2019.3.13_22.55.3,2017,original
5807,HYUNDAI,ELANTRA,SE,sedan,11100,61633,cdnblob.carvana.io/2000267749/post-large/normalized/cropped/2000267749-edc-02.jpg?v=2019.3.22_23.25.31,2016,original
5808,TOYOTA,CAMRY,SE,sedan,15100,33906,cdnblob.carvana.io/2000266105/post-large/normalized/cropped/2000266105-edc-02.jpg?v=2019.3.14_6.40.38,2016,original
5809,HYUNDAI,ACCENT,SE,sedan,10900,41914,cdnblob.carvana.io/2000260590/post-large/normalized/cropped/2000260590-edc-02.jpg?v=2019.3.9_22.46.37,2017,original
5810,HYUNDAI,ACCENT,SE,sedan,10900,44231,cdnblob.carvana.io/2000260587/post-large/normalized/cropped/2000260587-edc-02.jpg?v=2019.3.13_23.14.9,2017,original
5811,ACURA,TLX,3.5 W/Advance Pkg,sedan,33500,16323,cdnblob.carvana.io/2000255528/post-large/normalized/cropped/2000255528-edc-02.jpg?v=2019.3.12_3.19.46,2018,original
5812,TOYOTA,CAMRY,LE,sedan,14600,34578,cdnblob.carvana.io/2000266104/post-large/normalized/cropped/2000266104-edc-02.jpg?v=2019.3.11_18.53.1,2016,original
5813,FORD,FIESTA,SE,sedan,10700,48090,cdnblob.carvana.io/2000266685/post-large/normalized/cropped/2000266685-edc-02.jpg?v=2019.3.14_9.21.7,2017,original
5814,HYUNDAI,ACCENT,SE,sedan,11000,42207,cdnblob.carvana.io/2000261486/post-large/normalized/cropped/2000261486-edc-02.jpg?v=2019.3.14_7.8.24,2017,original
5815,HYUNDAI,SONATA HYBRID,Limited,sedan,18700,36136,cdnblob.carvana.io/2000259879/post-large/normalized/cropped/2000259879-edc-02.jpg?v=2019.4.3_7.36.19,2016,original
5816,BUICK,VERANO,Leather Group,sedan,14400,46903,cdnblob.carvana.io/2000266342/post-large/normalized/cropped/2000266342-edc-02.jpg?v=2019.3.13_18.0.47,2017,original
5817,HONDA,CIVIC,LX,sedan,16600,13548,cdnblob.carvana.io/2000259921/post-large/normalized/cropped/2000259921-edc-02.jpg?v=2019.3.28_0.33.31,2016,original
5818,ACURA,TSX,TSX,sedan,15300,68059,cdnblob.carvana.io/2000263061/post-large/normalized/cropped/2000263061-edc-02.jpg?v=2019.3.27_23.18.1,2012,original
5819,HYUNDAI,ELANTRA,SE,sedan,12000,34444,cdnblob.carvana.io/2000264429/post-large/normalized/cropped/2000264429-edc-02.jpg?v=2019.3.28_15.25.46,2016,original
5820,ACURA,TLX,3.5,sedan,21300,47573,cdnblob.carvana.io/2000264403/post-large/normalized/cropped/2000264403-edc-02.jpg?v=2019.3.13_8.56.33,2016,original
5821,HYUNDAI,ACCENT,SE,sedan,10900,41907,cdnblob.carvana.io/2000261493/post-large/normalized/cropped/2000261493-edc-02.jpg?v=2019.3.20_8.23.43,2017,original
5822,HYUNDAI,ACCENT,SE,sedan,10900,41671,cdnblob.carvana.io/2000261253/post-large/normalized/cropped/2000261253-edc-02.jpg?v=2019.3.8_5.9.32,2017,original
5823,HYUNDAI,ACCENT,SE,sedan,11100,41095,cdnblob.carvana.io/2000257260/post-large/normalized/cropped/2000257260-edc-02.jpg?v=2019.3.16_8.48.25,2017,original
5824,DODGE,CHARGER,SXT,sedan,19900,31684,cdnblob.carvana.io/2000268141/post-large/normalized/cropped/2000268141-edc-02.jpg?v=2019.3.20_19.19.33,2017,original
5825,KIA,OPTIMA,LX,sedan,12200,60727,cdnblob.carvana.io/2000266157/post-large/normalized/cropped/2000266157-edc-02.jpg?v=2019.3.16_2.41.49,2015,original
5826,AUDI,S7,Premium Plus,sedan,55700,41521,cdnblob.carvana.io/2000262964/post-large/normalized/cropped/2000262964-edc-02.jpg?v=2019.3.13_19.39.35,2017,original
5827,NISSAN,SENTRA,SV,sedan,11900,43573,cdnblob.carvana.io/2000264081/post-large/normalized/cropped/2000264081-edc-02.jpg?v=2019.3.12_20.43.20,2017,original
5828,HONDA,CIVIC,EX-L,sedan,20700,11619,cdnblob.carvana.io/2000261997/post-large/normalized/cropped/2000261997-edc-02.jpg?v=2019.3.9_22.56.32,2017,original
5829,MASERATI,QUATTROPORTE,S Q4,sedan,38400,28438,cdnblob.carvana.io/2000261311/post-large/normalized/cropped/2000261311-edc-02.jpg?v=2019.3.20_19.1.38,2015,original
5830,FORD,FUSION,SE,sedan,16500,25991,cdnblob.carvana.io/2000266669/post-large/normalized/cropped/2000266669-edc-02.jpg?v=2019.3.9_9.4.23,2018,original
5831,BUICK,VERANO,Leather Group,sedan,14700,32991,cdnblob.carvana.io/2000262955/post-large/normalized/cropped/2000262955-edc-02.jpg?v=2019.3.8_22.25.4,2016,original
5832,SUBARU,WRX,WRX,sedan,25600,14077,cdnblob.carvana.io/2000250077/post-large/normalized/cropped/2000250077-edc-02.jpg?v=2019.3.12_14.58.8,2018,original
5833,TOYOTA,COROLLA,S Premium,sedan,15100,34917,cdnblob.carvana.io/2000262746/post-large/normalized/cropped/2000262746-edc-02.jpg?v=2019.3.6_5.16.32,2016,original
5834,NISSAN,SENTRA,SV,sedan,12100,42903,cdnblob.carvana.io/2000261639/post-large/normalized/cropped/2000261639-edc-02.jpg?v=2019.3.23_15.49.10,2017,original
5835,MITSUBISHI,LANCER,LE,sedan,12100,45778,cdnblob.carvana.io/2000264582/post-large/normalized/cropped/2000264582-edc-02.jpg?v=2019.4.11_4.31.37,2017,original
5836,CHRYSLER,300,300S,sedan,23100,28777,cdnblob.carvana.io/2000265465/post-large/normalized/cropped/2000265465-edc-02.jpg?v=2019.3.18_22.41.23,2015,original
5837,NISSAN,MAXIMA,Platinum,sedan,24800,21605,cdnblob.carvana.io/2000261487/post-large/normalized/cropped/2000261487-edc-02.jpg?v=2019.3.25_22.0.54,2017,original
5838,VOLVO,S60,T5 Inscription,sedan,24100,17265,cdnblob.carvana.io/2000262182/post-large/normalized/cropped/2000262182-edc-02.jpg?v=2019.3.7_21.56.43,2018,original
5839,FORD,FOCUS,SE,sedan,11600,46191,cdnblob.carvana.io/2000263301/post-large/normalized/cropped/2000263301-edc-02.jpg?v=2019.3.20_12.41.30,2017,original
5840,CHRYSLER,300,300C,sedan,18900,36596,cdnblob.carvana.io/2000261482/post-large/normalized/cropped/2000261482-edc-02.jpg?v=2019.3.7_23.6.28,2017,original
5841,NISSAN,ALTIMA,2.5 SL,sedan,14800,33379,cdnblob.carvana.io/2000261216/post-large/normalized/cropped/2000261216-edc-02.jpg?v=2019.3.9_21.0.44,2015,original
5842,TOYOTA,CAMRY,SE,sedan,16200,23753,cdnblob.carvana.io/2000258607/post-large/normalized/cropped/2000258607-edc-02.jpg?v=2019.3.16_1.55.15,2016,original
