,make,model,trim,type,price,mileage,src,year,image-type
2791,HYUNDAI,ACCENT,SE,sedan,11100,49730,cdnblob.carvana.io/2000261245/post-large/normalized/cropped/2000261245-edc-02.jpg?v=2019.4.13_13.18.29,2017,original
2792,KIA,FORTE,LX,sedan,15300,9173,cdnblob.carvana.io/2000274633/post-large/normalized/cropped/2000274633-edc-02.jpg?v=2019.3.29_22.14.46,2018,original
2793,KIA,FORTE,LX,sedan,14500,17767,cdnblob.carvana.io/2000275145/post-large/normalized/cropped/2000275145-edc-02.jpg?v=2019.4.2_3.57.29,2018,original
2794,HYUNDAI,GENESIS,3.8,sedan,26100,21497,cdnblob.carvana.io/2000280803/post-large/normalized/cropped/2000280803-edc-02.jpg?v=2019.4.2_3.58.36,2016,original
2795,BMW,5 SERIES,535i XDrive,sedan,29700,47019,cdnblob.carvana.io/2000279701/post-large/normalized/cropped/2000279701-edc-02.jpg?v=2019.4.1_17.45.14,2016,original
2796,ACURA,ILX,ILX,sedan,17700,33668,cdnblob.carvana.io/2000281986/post-large/normalized/cropped/2000281986-edc-02.jpg?v=2019.4.10_22.56.26,2016,original
2797,KIA,FORTE,LX,sedan,14600,15139,cdnblob.carvana.io/2000274932/post-large/normalized/cropped/2000274932-edc-02.jpg?v=2019.4.9_1.51.47,2018,original
2798,HONDA,CIVIC,LX,sedan,14100,36171,cdnblob.carvana.io/2000280641/post-large/normalized/cropped/2000280641-edc-02.jpg?v=2019.4.3_3.42.14,2015,original
2799,KIA,FORTE,LX,sedan,15000,10461,cdnblob.carvana.io/2000274763/post-large/normalized/cropped/2000274763-edc-02.jpg?v=2019.4.2_14.5.54,2018,original
2800,TOYOTA,COROLLA,LE,sedan,16100,8467,cdnblob.carvana.io/2000280629/post-large/normalized/cropped/2000280629-edc-02.jpg?v=2019.4.3_6.47.46,2017,original
2801,NISSAN,ALTIMA,2.5 S,sedan,14600,23891,cdnblob.carvana.io/2000280480/post-large/normalized/cropped/2000280480-edc-02.jpg?v=2019.3.29_10.25.41,2016,original
2802,KIA,OPTIMA,LX,sedan,17600,11911,cdnblob.carvana.io/2000250618/post-large/normalized/cropped/2000250618-edc-02.jpg?v=2019.3.28_6.8.54,2018,original
2803,KIA,FORTE,LX,sedan,15100,13029,cdnblob.carvana.io/2000274871/post-large/normalized/cropped/2000274871-edc-02.jpg?v=2019.4.1_21.55.12,2018,original
2804,INFINITI,Q50,3.0t LUXE,sedan,26300,23506,cdnblob.carvana.io/2000269370/post-large/normalized/cropped/2000269370-edc-02.jpg?v=2019.4.5_17.46.47,2018,original
2805,LINCOLN,MKZ,Select Hybrid,sedan,24900,22045,cdnblob.carvana.io/2000271702/post-large/normalized/cropped/2000271702-edc-02.jpg?v=2019.4.4_11.0.52,2017,original
2806,CHRYSLER,300,300 Touring,sedan,19600,21071,cdnblob.carvana.io/2000278023/post-large/normalized/cropped/2000278023-edc-02.jpg?v=2019.3.28_11.54.41,2018,original
2807,KIA,OPTIMA,LX,sedan,14000,42485,cdnblob.carvana.io/2000278338/post-large/normalized/cropped/2000278338-edc-02.jpg?v=2019.4.2_1.21.18,2015,original
2808,HONDA,CIVIC,LX,sedan,16100,32550,cdnblob.carvana.io/2000278328/post-large/normalized/cropped/2000278328-edc-02.jpg?v=2019.4.4_6.28.6,2016,original
2809,HONDA,ACCORD,EX-L,sedan,18000,60101,cdnblob.carvana.io/2000278304/post-large/normalized/cropped/2000278304-edc-02.jpg?v=2019.4.10_4.20.18,2016,original
2810,HONDA,CIVIC,EX,sedan,15800,27474,cdnblob.carvana.io/2000278298/post-large/normalized/cropped/2000278298-edc-02.jpg?v=2019.4.11_15.9.58,2015,original
2811,HONDA,ACCORD,Sport,sedan,17200,36617,cdnblob.carvana.io/2000278168/post-large/normalized/cropped/2000278168-edc-02.jpg?v=2019.4.12_1.34.1,2015,original
2812,KIA,OPTIMA,LX,sedan,14400,35711,cdnblob.carvana.io/2000278078/post-large/normalized/cropped/2000278078-edc-02.jpg?v=2019.4.5_0.27.50,2016,original
2813,HONDA,CIVIC,LX,sedan,16100,37534,cdnblob.carvana.io/2000276665/post-large/normalized/cropped/2000276665-edc-02.jpg?v=2019.4.4_23.33.12,2017,original
2814,CHRYSLER,300,300 Touring L,sedan,23700,73,cdnblob.carvana.io/2000278285/post-large/normalized/cropped/2000278285-edc-02.jpg?v=2019.3.26_19.56.15,2018,original
2815,CHRYSLER,300,300 Touring L,sedan,23700,112,cdnblob.carvana.io/2000278183/post-large/normalized/cropped/2000278183-edc-02.jpg?v=2019.3.27_12.9.14,2018,original
2816,CHRYSLER,300,300 Touring L,sedan,20100,15586,cdnblob.carvana.io/2000278141/post-large/normalized/cropped/2000278141-edc-02.jpg?v=2019.3.28_23.33.35,2018,original
2817,CHRYSLER,300,300 Touring L,sedan,20000,18226,cdnblob.carvana.io/2000278008/post-large/normalized/cropped/2000278008-edc-02.jpg?v=2019.3.28_1.6.25,2018,original
2818,CHRYSLER,300,300 Touring L,sedan,20900,14667,cdnblob.carvana.io/2000278004/post-large/normalized/cropped/2000278004-edc-02.jpg?v=2019.4.5_6.29.30,2018,original
2819,BMW,5 SERIES,528i XDrive,sedan,25800,41266,cdnblob.carvana.io/2000277037/post-large/normalized/cropped/2000277037-edc-02.jpg?v=2019.3.29_14.51.57,2016,original
2820,MERCEDES-BENZ,C-CLASS,C 300 4MATIC,sedan,24300,40286,cdnblob.carvana.io/2000274928/post-large/normalized/cropped/2000274928-edc-02.jpg?v=2019.3.28_0.36.47,2016,original
2821,KIA,FORTE,LX,sedan,15400,7195,cdnblob.carvana.io/2000274845/post-large/normalized/cropped/2000274845-edc-02.jpg?v=2019.3.29_1.16.12,2018,original
2822,KIA,FORTE,LX,sedan,15100,10529,cdnblob.carvana.io/2000274752/post-large/normalized/cropped/2000274752-edc-02.jpg?v=2019.3.29_0.49.37,2018,original
2823,CHEVROLET,MALIBU LIMITED,LTZ,sedan,16800,22350,cdnblob.carvana.io/2000269992/post-large/normalized/cropped/2000269992-edc-02.jpg?v=2019.4.8_12.17.24,2016,original
2824,KIA,FORTE,LX,sedan,14800,11928,cdnblob.carvana.io/2000249901/post-large/normalized/cropped/2000249901-edc-02.jpg?v=2019.4.8_18.55.27,2018,original
2825,KIA,OPTIMA,LX,sedan,13900,43397,cdnblob.carvana.io/2000278033/post-large/normalized/cropped/2000278033-edc-02.jpg?v=2019.4.5_20.7.59,2016,original
2826,FORD,FUSION ENERGI,Plug-In Hybrid SE Luxury,sedan,16400,26436,cdnblob.carvana.io/2000272064/post-large/normalized/cropped/2000272064-edc-02.jpg?v=2019.3.29_6.45.5,2016,original
2827,KIA,FORTE,LX,sedan,14500,15443,cdnblob.carvana.io/2000274626/post-large/normalized/cropped/2000274626-edc-02.jpg?v=2019.4.2_0.0.59,2018,original
2828,HYUNDAI,SONATA,Sport 2.0T,sedan,16600,31781,cdnblob.carvana.io/2000273654/post-large/normalized/cropped/2000273654-edc-02.jpg?v=2019.4.8_18.55.33,2015,original
2829,KIA,FORTE,LX,sedan,15000,10788,cdnblob.carvana.io/2000274767/post-large/normalized/cropped/2000274767-edc-02.jpg?v=2019.3.29_20.57.52,2018,original
2830,KIA,FORTE,LX,sedan,15100,11354,cdnblob.carvana.io/2000275113/post-large/normalized/cropped/2000275113-edc-02.jpg?v=2019.3.26_19.40.5,2018,original
2831,KIA,FORTE,LX,sedan,14300,13086,cdnblob.carvana.io/2000275068/post-large/normalized/cropped/2000275068-edc-02.jpg?v=2019.4.3_18.21.38,2018,original
2832,CHRYSLER,300,300 Touring,sedan,22900,5684,cdnblob.carvana.io/2000278352/post-large/normalized/cropped/2000278352-edc-02.jpg?v=2019.3.26_12.14.21,2018,original
2833,HYUNDAI,ACCENT,SE,sedan,13900,17471,cdnblob.carvana.io/2000276565/post-large/normalized/cropped/2000276565-edc-02.jpg?v=2019.3.28_1.5.2,2018,original
2834,HONDA,CIVIC,EX-T,sedan,18000,35434,cdnblob.carvana.io/2000278134/post-large/normalized/cropped/2000278134-edc-02.jpg?v=2019.3.28_1.54.30,2016,original
2835,HONDA,CIVIC,SE,sedan,14800,33380,cdnblob.carvana.io/2000276571/post-large/normalized/cropped/2000276571-edc-02.jpg?v=2019.4.11_18.37.14,2015,original
2836,HONDA,ACCORD,EX-L,sedan,19500,35016,cdnblob.carvana.io/2000268827/post-large/normalized/cropped/2000268827-edc-02.jpg?v=2019.3.28_15.20.30,2016,original
2837,BUICK,VERANO,Sport Touring,sedan,14900,27865,cdnblob.carvana.io/2000276877/post-large/normalized/cropped/2000276877-edc-02.jpg?v=2019.4.1_17.42.17,2016,original
2838,CADILLAC,XTS,Luxury Collection,sedan,22500,47634,cdnblob.carvana.io/2000280355/post-large/normalized/cropped/2000280355-edc-02.jpg?v=2019.4.10_6.52.52,2016,original
2839,HYUNDAI,SONATA,Sonata,sedan,13700,45349,cdnblob.carvana.io/2000279577/post-large/normalized/cropped/2000279577-edc-02.jpg?v=2019.4.4_19.5.39,2017,original
2840,CHRYSLER,300,300 Touring L,sedan,20500,19461,cdnblob.carvana.io/2000278179/post-large/normalized/cropped/2000278179-edc-02.jpg?v=2019.4.4_6.27.1,2018,original
2841,KIA,FORTE,LX,sedan,15100,10040,cdnblob.carvana.io/2000274946/post-large/normalized/cropped/2000274946-edc-02.jpg?v=2019.3.28_17.22.23,2018,original
2842,VOLKSWAGEN,PASSAT,1.8T R-Line,sedan,14100,51773,cdnblob.carvana.io/2000280949/post-large/normalized/cropped/2000280949-edc-02.jpg?v=2019.3.28_1.5.29,2016,original
2843,FORD,FUSION,Titanium,sedan,18000,36041,cdnblob.carvana.io/2000273584/post-large/normalized/cropped/2000273584-edc-02.jpg?v=2019.4.9_14.5.5,2016,original
2844,KIA,FORTE,LX,sedan,15300,9271,cdnblob.carvana.io/2000275112/post-large/normalized/cropped/2000275112-edc-02.jpg?v=2019.4.10_4.15.14,2018,original
2845,KIA,OPTIMA,LX,sedan,18000,10756,cdnblob.carvana.io/2000274790/post-large/normalized/cropped/2000274790-edc-02.jpg?v=2019.3.25_18.30.15,2018,original
2846,KIA,FORTE,LX,sedan,14500,10372,cdnblob.carvana.io/2000275175/post-large/normalized/cropped/2000275175-edc-02.jpg?v=2019.3.28_17.1.23,2018,original
2847,BUICK,VERANO,Convenience Group,sedan,15500,11003,cdnblob.carvana.io/2000273510/post-large/normalized/cropped/2000273510-edc-02.jpg?v=2019.3.29_10.9.55,2016,original
2848,CHRYSLER,300,300 Touring L,sedan,23600,133,cdnblob.carvana.io/2000278325/post-large/normalized/cropped/2000278325-edc-02.jpg?v=2019.3.29_12.40.15,2018,original
2849,CHRYSLER,300,300 Touring L,sedan,20300,15476,cdnblob.carvana.io/2000278152/post-large/normalized/cropped/2000278152-edc-02.jpg?v=2019.3.26_5.33.13,2018,original
2850,FORD,FUSION,Titanium,sedan,19100,20795,cdnblob.carvana.io/2000273529/post-large/normalized/cropped/2000273529-edc-02.jpg?v=2019.4.2_13.56.36,2017,original
2851,CHRYSLER,300,300 Touring L,sedan,23900,111,cdnblob.carvana.io/2000278219/post-large/normalized/cropped/2000278219-edc-02.jpg?v=2019.3.23_2.58.47,2018,original
2852,BMW,5 SERIES,528i XDrive,sedan,25900,41992,cdnblob.carvana.io/2000276953/post-large/normalized/cropped/2000276953-edc-02.jpg?v=2019.3.26_0.21.14,2016,original
2853,KIA,FORTE,LX,sedan,15000,11121,cdnblob.carvana.io/2000274955/post-large/normalized/cropped/2000274955-edc-02.jpg?v=2019.3.28_3.32.10,2018,original
2854,CHRYSLER,300,300S,sedan,21500,33168,cdnblob.carvana.io/2000266423/post-large/normalized/cropped/2000266423-edc-02.jpg?v=2019.4.2_14.16.17,2017,original
2855,CHRYSLER,300,300 Touring L,sedan,20600,14459,cdnblob.carvana.io/2000278321/post-large/normalized/cropped/2000278321-edc-02.jpg?v=2019.3.23_0.57.36,2018,original
2856,HONDA,CIVIC,EX-T,sedan,19100,18511,cdnblob.carvana.io/2000278296/post-large/normalized/cropped/2000278296-edc-02.jpg?v=2019.3.26_14.26.57,2016,original
2857,CHRYSLER,300,300 Touring L,sedan,20700,13502,cdnblob.carvana.io/2000278194/post-large/normalized/cropped/2000278194-edc-02.jpg?v=2019.3.28_21.48.18,2018,original
2858,HONDA,CIVIC,EX,sedan,19000,24067,cdnblob.carvana.io/2000278099/post-large/normalized/cropped/2000278099-edc-02.jpg?v=2019.3.28_19.25.45,2017,original
2859,CHRYSLER,300,300 Touring L,sedan,23900,60,cdnblob.carvana.io/2000278018/post-large/normalized/cropped/2000278018-edc-02.jpg?v=2019.3.23_1.7.6,2018,original
2860,ACURA,TLX,2.4,sedan,18800,37097,cdnblob.carvana.io/2000275010/post-large/normalized/cropped/2000275010-edc-02.jpg?v=2019.3.28_22.33.51,2016,original
2861,KIA,FORTE,LX,sedan,15000,10238,cdnblob.carvana.io/2000274795/post-large/normalized/cropped/2000274795-edc-02.jpg?v=2019.4.8_23.6.30,2018,original
2862,KIA,OPTIMA,LX,sedan,16100,21985,cdnblob.carvana.io/2000274630/post-large/normalized/cropped/2000274630-edc-02.jpg?v=2019.3.28_22.26.27,2018,original
2863,KIA,RIO,S,sedan,13500,15225,cdnblob.carvana.io/2000274501/post-large/normalized/cropped/2000274501-edc-02.jpg?v=2019.3.28_15.21.20,2018,original
2864,KIA,OPTIMA,LX,sedan,14500,26588,cdnblob.carvana.io/2000274730/post-large/normalized/cropped/2000274730-edc-02.jpg?v=2019.3.29_1.21.46,2015,original
2865,KIA,FORTE,LX,sedan,14500,14482,cdnblob.carvana.io/2000274589/post-large/normalized/cropped/2000274589-edc-02.jpg?v=2019.3.28_3.29.56,2018,original
2866,KIA,FORTE,LX,sedan,14900,11964,cdnblob.carvana.io/2000275037/post-large/normalized/cropped/2000275037-edc-02.jpg?v=2019.3.28_0.44.41,2018,original
2867,CHRYSLER,300,300 Touring,sedan,22600,7938,cdnblob.carvana.io/2000278138/post-large/normalized/cropped/2000278138-edc-02.jpg?v=2019.3.22_18.38.5,2018,original
2868,KIA,FORTE,LX,sedan,14700,13712,cdnblob.carvana.io/2000274523/post-large/normalized/cropped/2000274523-edc-02.jpg?v=2019.3.27_14.27.21,2018,original
2869,MERCEDES-BENZ,C-CLASS,C 300 4MATIC,sedan,26700,18457,cdnblob.carvana.io/2000274574/post-large/normalized/cropped/2000274574-edc-02.jpg?v=2019.4.4_1.10.37,2016,original
2870,KIA,FORTE,LX,sedan,15100,8808,cdnblob.carvana.io/2000276179/post-large/normalized/cropped/2000276179-edc-02.jpg?v=2019.3.28_0.37.21,2018,original
2871,HONDA,ACCORD,EX-L,sedan,20900,24170,cdnblob.carvana.io/2000274772/post-large/normalized/cropped/2000274772-edc-02.jpg?v=2019.4.12_13.27.10,2016,original
2872,CHEVROLET,IMPALA,Premier,sedan,20000,33374,cdnblob.carvana.io/2000269632/post-large/normalized/cropped/2000269632-edc-02.jpg?v=2019.4.10_18.6.56,2017,original
2873,KIA,FORTE,LX,sedan,14400,10070,cdnblob.carvana.io/2000274617/post-large/normalized/cropped/2000274617-edc-02.jpg?v=2019.3.27_23.36.39,2018,original
2874,TOYOTA,CAMRY,XLE,sedan,18900,21218,cdnblob.carvana.io/2000278009/post-large/normalized/cropped/2000278009-edc-02.jpg?v=2019.4.10_4.38.21,2016,original
2875,CHRYSLER,300,300 Touring L,sedan,23800,137,cdnblob.carvana.io/2000278230/post-large/normalized/cropped/2000278230-edc-02.jpg?v=2019.3.22_4.44.46,2018,original
2876,CHRYSLER,300,300 Touring L,sedan,23800,110,cdnblob.carvana.io/2000278378/post-large/normalized/cropped/2000278378-edc-02.jpg?v=2019.3.22_3.30.38,2018,original
2877,KIA,FORTE,LX,sedan,14700,12324,cdnblob.carvana.io/2000274941/post-large/normalized/cropped/2000274941-edc-02.jpg?v=2019.3.28_5.49.19,2018,original
2878,CHRYSLER,300,300S,sedan,22500,23343,cdnblob.carvana.io/2000266428/post-large/normalized/cropped/2000266428-edc-02.jpg?v=2019.4.4_13.29.55,2017,original
2879,MAZDA,MAZDA3,I Grand Touring,sedan,17200,26837,cdnblob.carvana.io/2000278125/post-large/normalized/cropped/2000278125-edc-02.jpg?v=2019.3.26_12.16.37,2016,original
2880,KIA,OPTIMA,LX,sedan,15900,8066,cdnblob.carvana.io/2000275087/post-large/normalized/cropped/2000275087-edc-02.jpg?v=2019.4.12_16.32.10,2016,original
2881,KIA,FORTE,LX,sedan,15200,9878,cdnblob.carvana.io/2000274956/post-large/normalized/cropped/2000274956-edc-02.jpg?v=2019.3.22_15.3.58,2018,original
2882,FORD,FUSION,SE Hybrid,sedan,14900,42196,cdnblob.carvana.io/2000274236/post-large/normalized/cropped/2000274236-edc-02.jpg?v=2019.4.8_12.9.43,2017,original
2883,HYUNDAI,ELANTRA,SE,sedan,14700,10184,cdnblob.carvana.io/2000269004/post-large/normalized/cropped/2000269004-edc-02.jpg?v=2019.4.1_17.27.40,2017,original
2884,HONDA,CIVIC,LX,sedan,13900,32350,cdnblob.carvana.io/2000278247/post-large/normalized/cropped/2000278247-edc-02.jpg?v=2019.3.28_4.49.26,2015,original
2885,BUICK,REGAL,Premium II,sedan,16500,39787,cdnblob.carvana.io/2000273502/post-large/normalized/cropped/2000273502-edc-02.jpg?v=2019.4.11_18.39.50,2016,original
2886,BUICK,VERANO,Sport Touring,sedan,15100,24188,cdnblob.carvana.io/2000270013/post-large/normalized/cropped/2000270013-edc-02.jpg?v=2019.3.29_14.51.35,2016,original
2887,HYUNDAI,SONATA,Sport,sedan,16100,21666,cdnblob.carvana.io/2000279594/post-large/normalized/cropped/2000279594-edc-02.jpg?v=2019.3.28_0.20.55,2016,original
2888,CHRYSLER,300,300 Touring L,sedan,19900,21689,cdnblob.carvana.io/2000278292/post-large/normalized/cropped/2000278292-edc-02.jpg?v=2019.3.26_3.55.15,2018,original
2889,CHRYSLER,300,300 Touring L,sedan,19500,15919,cdnblob.carvana.io/2000278069/post-large/normalized/cropped/2000278069-edc-02.jpg?v=2019.3.23_10.49.44,2018,original
2890,NISSAN,SENTRA,SV,sedan,12300,48630,cdnblob.carvana.io/2000276002/post-large/normalized/cropped/2000276002-edc-02.jpg?v=2019.3.27_5.55.28,2017,original
2891,HYUNDAI,ELANTRA,SE,sedan,12300,49751,cdnblob.carvana.io/2000275602/post-large/normalized/cropped/2000275602-edc-02.jpg?v=2019.4.2_18.30.59,2017,original
2892,FORD,FUSION,SE Hybrid,sedan,14600,46782,cdnblob.carvana.io/2000275582/post-large/normalized/cropped/2000275582-edc-02.jpg?v=2019.4.10_11.58.7,2017,original
2893,BMW,4 SERIES,435i XDrive Gran,sedan,32000,35394,cdnblob.carvana.io/2000275191/post-large/normalized/cropped/2000275191-edc-02.jpg?v=2019.3.22_18.48.33,2016,original
2894,KIA,OPTIMA,LX,sedan,17800,11841,cdnblob.carvana.io/2000275141/post-large/normalized/cropped/2000275141-edc-02.jpg?v=2019.3.25_15.13.1,2018,original
2895,TOYOTA,CAMRY,LE,sedan,16000,35414,cdnblob.carvana.io/2000275126/post-large/normalized/cropped/2000275126-edc-02.jpg?v=2019.4.3_18.21.59,2017,original
2896,KIA,FORTE,LX,sedan,14500,15836,cdnblob.carvana.io/2000275034/post-large/normalized/cropped/2000275034-edc-02.jpg?v=2019.3.26_0.20.10,2018,original
2897,KIA,FORTE,LX,sedan,14400,12322,cdnblob.carvana.io/2000274852/post-large/normalized/cropped/2000274852-edc-02.jpg?v=2019.3.27_23.24.30,2018,original
2898,KIA,FORTE,LX,sedan,14900,11877,cdnblob.carvana.io/2000274663/post-large/normalized/cropped/2000274663-edc-02.jpg?v=2019.4.8_14.52.8,2018,original
2899,KIA,FORTE,LX,sedan,14800,12857,cdnblob.carvana.io/2000274547/post-large/normalized/cropped/2000274547-edc-02.jpg?v=2019.3.27_13.2.40,2018,original
2900,KIA,FORTE,LX,sedan,14700,12306,cdnblob.carvana.io/2000274732/post-large/normalized/cropped/2000274732-edc-02.jpg?v=2019.3.28_3.18.55,2018,original
2901,KIA,FORTE,LX,sedan,14900,10244,cdnblob.carvana.io/2000274718/post-large/normalized/cropped/2000274718-edc-02.jpg?v=2019.3.26_19.52.45,2018,original
2902,HONDA,CIVIC,LX,sedan,15200,25025,cdnblob.carvana.io/2000278203/post-large/normalized/cropped/2000278203-edc-02.jpg?v=2019.3.28_0.54.41,2015,original
2903,HYUNDAI,ELANTRA,SE,sedan,13300,17564,cdnblob.carvana.io/2000265274/post-large/normalized/cropped/2000265274-edc-02.jpg?v=2019.4.2_18.54.1,2016,original
2904,CHRYSLER,300,300 Touring,sedan,23500,53,cdnblob.carvana.io/2000278175/post-large/normalized/cropped/2000278175-edc-02.jpg?v=2019.3.21_11.8.18,2018,original
2905,NISSAN,SENTRA,SV,sedan,12600,43194,cdnblob.carvana.io/2000275998/post-large/normalized/cropped/2000275998-edc-02.jpg?v=2019.3.28_0.49.48,2017,original
2906,BMW,3 SERIES,328i XDrive,sedan,21100,32963,cdnblob.carvana.io/2000274936/post-large/normalized/cropped/2000274936-edc-02.jpg?v=2019.3.28_10.54.57,2015,original
2907,HYUNDAI,ELANTRA,SE,sedan,14300,16237,cdnblob.carvana.io/2000276019/post-large/normalized/cropped/2000276019-edc-02.jpg?v=2019.4.10_4.15.9,2017,original
2908,CHEVROLET,CRUZE,LT,sedan,14700,13444,cdnblob.carvana.io/2000275868/post-large/normalized/cropped/2000275868-edc-02.jpg?v=2019.4.10_12.22.32,2016,original
2909,CHRYSLER,300,300S,sedan,21100,29978,cdnblob.carvana.io/2000257347/post-large/normalized/cropped/2000257347-edc-02.jpg?v=2019.3.29_14.37.17,2017,original
2910,FORD,FIESTA,SE,sedan,11700,33678,cdnblob.carvana.io/2000275665/post-large/normalized/cropped/2000275665-edc-02.jpg?v=2019.4.4_5.9.17,2017,original
2911,KIA,FORTE,EX,sedan,14700,24379,cdnblob.carvana.io/2000273820/post-large/normalized/cropped/2000273820-edc-02.jpg?v=2019.4.5_13.33.40,2016,original
2912,KIA,FORTE,LX,sedan,14900,11505,cdnblob.carvana.io/2000273859/post-large/normalized/cropped/2000273859-edc-02.jpg?v=2019.3.26_14.30.46,2018,original
2913,CHRYSLER,300,300 Limited,sedan,20600,25759,cdnblob.carvana.io/2000274961/post-large/normalized/cropped/2000274961-edc-02.jpg?v=2019.3.26_3.41.44,2018,original
2914,KIA,OPTIMA,LX,sedan,18000,10393,cdnblob.carvana.io/2000273496/post-large/normalized/cropped/2000273496-edc-02.jpg?v=2019.3.26_19.40.40,2018,original
2915,CHEVROLET,MALIBU,LS,sedan,15600,19820,cdnblob.carvana.io/2000275841/post-large/normalized/cropped/2000275841-edc-02.jpg?v=2019.4.3_15.0.58,2016,original
2916,CHEVROLET,CRUZE,LT,sedan,15800,6618,cdnblob.carvana.io/2000275823/post-large/normalized/cropped/2000275823-edc-02.jpg?v=2019.3.26_12.23.35,2017,original
2917,HONDA,CIVIC,LX,sedan,16000,25637,cdnblob.carvana.io/2000273543/post-large/normalized/cropped/2000273543-edc-02.jpg?v=2019.3.23_1.56.18,2016,original
2918,MERCEDES-BENZ,C-CLASS,C 300 4MATIC,sedan,24700,34369,cdnblob.carvana.io/2000272788/post-large/normalized/cropped/2000272788-edc-02.jpg?v=2019.4.2_13.54.8,2016,original
2919,KIA,OPTIMA,LX,sedan,16900,12549,cdnblob.carvana.io/2000269040/post-large/normalized/cropped/2000269040-edc-02.jpg?v=2019.3.28_17.16.40,2018,original
2920,TOYOTA,CAMRY,SE,sedan,17600,14405,cdnblob.carvana.io/2000259356/post-large/normalized/cropped/2000259356-edc-02.jpg?v=2019.4.4_15.57.16,2016,original
2921,HONDA,ACCORD,EX,sedan,19800,29423,cdnblob.carvana.io/2000274958/post-large/normalized/cropped/2000274958-edc-02.jpg?v=2019.4.5_13.33.34,2016,original
2922,NISSAN,SENTRA,SV,sedan,12800,35802,cdnblob.carvana.io/2000274612/post-large/normalized/cropped/2000274612-edc-02.jpg?v=2019.3.29_22.11.14,2016,original
2923,CHEVROLET,MALIBU,LT,sedan,15500,26983,cdnblob.carvana.io/2000275715/post-large/normalized/cropped/2000275715-edc-02.jpg?v=2019.3.25_22.23.13,2016,original
2924,NISSAN,VERSA,SV,sedan,11300,41601,cdnblob.carvana.io/2000276089/post-large/normalized/cropped/2000276089-edc-02.jpg?v=2019.3.26_11.58.21,2017,original
